Date,Week,Beer_Type,Batches,Batch_Start,Volume,CO2,DO,DO_Var,Color,Color_Target,Color_Var,pH ,pH_Target,pH_Var,Bitterness_Units,BU_Target,BU_Var,ABV,ABV_Target,ABV_Var,Real_Extract,Real_Degrees_Fermentation,Final_Gravity,FG_Target,FG_Var
9/21/16,39,Double_IPA,2571-2575,2571,391,2.42,NA,1,12.12,13.41,0.096196868,4.59,4.49,0.022271715,62.6,84,0.254761905,7.72,8,0.035,7.07,63.7,1.01728,1.02,0.002666667
10/12/16,42,Double_IPA,2625-2628,2625,328,2.47,NA,1,11.84,13.41,0.117076808,4.55,4.49,0.013363029,76.2,84,0.092857143,7.87,8,0.01625,6.86,64.86,1.01624,1.02,0.003686275
1/28/16,5,Vanilla_Stout,9199-9202,9199,128,2.44,84,1.8,116,100,0.16,4.42,4.37,0.011441648,47.5,49,0.030612245,7.12,7,0.017142857,7.81,59.34,1.02107,1.026,0.004805068
2/12/16,7,Vanilla_Stout,9204-9207,9204,117,2.41,90,2,116.84,100,0.1684,4.43,4.37,0.013729977,45.65,49,0.068367347,6.65,7,0.05,7.84,57.55,1.02182,1.026,0.004074074
2/19/16,8,Vanilla_Stout,9209-9214,9209,125,2.45,95,2.166666667,131.21,100,0.3121,4.22,4.37,0.034324943,45.65,49,0.068367347,6.5,7,0.071428571,7.81,57.1,1.02186,1.026,0.004035088
7/8/16,28,Vanilla_Stout,2218-2220,2218,100,2.42,95,2.166666667,114.81,100,0.1481,4.32,4.37,0.011441648,52.85,49,0.078571429,7.29,7,0.041428571,7.42,61.14,1.01929,1.026,0.006539961
8/1/16,32,Vanilla_Stout,2342-2344,2342,NA,NA,NA,1,116,100,0.16,4.28,4.37,0.020594966,50.3,49,0.026530612,7.91,7,0.13,6.86,64.95,1.01621,1.026,0.00954191
8/4/16,32,Vanilla_Stout,2342-2344,2342,224,2.4,98,2.266666667,113.7,100,0.137,4.34,4.37,0.006864989,46.2,49,0.057142857,7.88,7,0.125714286,6.86,64.86,1.01626,1.026,0.009493177
8/11/16,33,Vanilla_Stout,2364-2366,2364,230,2.35,83,1.766666667,120,100,0.2,4.37,4.37,0,36.55,49,0.254081633,8,7,0.142857143,7.07,64.53,1.01693,1.026,0.008840156
9/15/16,38,Vanilla_Stout,2445-2446,2445,180,2.43,NA,1,111.96,100,0.1196,4.59,4.37,0.050343249,46.95,49,0.041836735,6.54,7,0.065714286,7.99,56.66,1.02257,1.026,0.00334308
9/19/16,39,Vanilla_Stout,2533-2536,2533,305,2.48,NA,1,104.64,100,0.0464,4.56,4.37,0.043478261,46.2,49,0.057142857,6.78,7,0.031428571,7.73,58.39,1.02118,1.026,0.004697856
10/14/16,42,Vanilla_Stout,2621-2624,2621,107,2.43,NA,1,111.93,100,0.1193,4.37,4.37,0,45.2,49,0.07755102,7.18,7,0.025714286,6.74,63.11,1.01666,1.026,0.009103314
10/14/16,42,Vanilla_Stout,2621-2624,2621,120,2.41,NA,1,109.59,100,0.0959,4.38,4.37,0.00228833,45.8,49,0.065306122,7.06,7,0.008571429,6.75,62.7,1.01684,1.026,0.008927875
10/14/16,42,Vanilla_Stout,2621-2624,2621,120,2.4,NA,1,110.64,100,0.1064,4.38,4.37,0.00228833,45.5,49,0.071428571,7.1,7,0.014285714,6.75,62.85,1.01677,1.026,0.008996101
