	FW_F1	FW_M1	FW_M2	FW_F2	FW_M3	FW_F3	FW_F4	FW_M4	FW_F5	FW_F6	FW_M5	FW_M6	FW_M7	FW_M8	FW_F7	FW_F8	FW_M9	FW_F9	OC_M1	OC_F1	OC_M2	OC_M3	OC_F2	OC_M4	OC_F3	OC_F4	OC_M5	OC_M6	OC_M7	OC_F5	OC_M8	OC_F6	OC_F7	OC_M9	OC_F8	OC_M10
LHFPL3_LG19	0.690338006	4.834880683	4.598349097	0.924612379	7.72882315	2.904557233	2.719431978	8.061404888	4.458302259	2.663510299	9.202836625	7.25307582	6.91960797	7.219463527	1.15746913	2.600166089	7.228153219	1.323804796	4.281324031	2.241693555	11.3254988	4.940239675	1.209146318	10.8292075	1.142758023	0.682731382	9.175487198	7.174929962	9.515682788	1.229179605	9.563331013	2.173580563	0.918865864	10.18486432	2.212054754	9.010526998
lmo2_LG19	2.761352023	1.871566716	5.091029357	2.90592462	2.232771132	7.261393084	3.807204769	2.278223121	9.304282974	3.126729481	2.165373324	2.863056245	0.532277536	13.92325109	1.984232795	2.600166089	2.065186634	3.593184446	4.116657723	5.44411292	1.585569832	1.829718398	1.813719478	3.409194955	3.199722465	3.072291221	1.83509744	1.879148323	1.219959332	4.302128618	1.782993918	1.449053708	2.205278074	2.083267701	4.582113418	1.5017545
lmod2a_LG19	12.19597144	1.247711144	0.656907014	1.056699862	1.202261379	2.178417925	8.883477794	0.525743797	1.163035372	1.158047956	0.180447777	2.09957458	1.419406763	0.171891989	3.307054658	4.457427581	2.95026662	11.91424316	3.787325105	4.003024206	0.679529928	1.463774719	0.604573159	2.406490556	4.799583698	12.97189627	0.815598862	3.758296647	2.927902396	3.072949013	5.511072109	7.788663682	1.102639037	6.018328915	3.16007822	3.218045357
loh12cr1_LG19	6.903380058	4.366989004	4.76257585	8.981948826	6.18305852	12.10232181	7.433114073	5.432685903	9.110443746	7.758921304	4.691642201	3.435667494	4.967923671	4.469191707	9.590458509	7.986224415	6.490586564	5.106104213	3.622658796	8.966774221	5.209729446	5.123211515	13.90518266	5.414603752	11.42758023	9.899605045	4.485793741	6.491603299	2.68391053	9.833436841	5.511072109	7.969795396	9.556204986	5.092432159	9.796242481	6.436090713
lrrc17_LG19	26.00273155	5.926627934	7.882884166	6.208111689	12.36611704	25.41487579	11.24031884	8.411900753	15.50713829	13.78077068	7.939702186	5.153501241	5.145349516	6.188111595	9.755811242	7.800498266	9.588366515	11.53601322	7.245317592	15.05137101	5.662749398	4.574295995	13.3006095	10.8292075	13.25599307	16.04418749	9.583286629	11.9582166	3.171894263	21.51064309	11.18423457	12.86035166	11.02639037	8.101596616	11.69228941	4.934336213
lrrk2_LG19	63.7412092	22.61476449	22.00638496	40.5508572	23.70172433	33.64445462	63.81600375	25.23570226	37.99248881	52.80698679	37.89403316	18.32355997	40.09824106	30.08109803	48.61370348	60.91817694	26.55239958	55.59980143	16.96062982	35.86709689	21.51844771	30.19035357	44.13384062	25.46869172	50.05280142	45.23095409	25.28356472	26.30807653	17.56741438	39.33374736	22.04428844	41.4791624	48.88366397	31.94343809	42.18704423	19.73734485
lsp1_LG19	4.372140703	2.651386181	3.941442083	3.302187068	2.748026009	4.840928722	4.89497756	3.680206579	2.713749201	6.369263757	1.80447777	2.481315412	1.774258454	3.094055797	1.984232795	2.971618387	1.770159972	3.214954504	2.469994634	4.163145174	0.453019952	1.829718398	3.022865796	3.008113196	4.799583698	6.827313824	2.446796586	1.708316658	0.975967465	5.941034758	2.917626411	4.347161125	2.756597592	0.694422567	3.476086042	1.287218143
lyve1b_LG19	1.150563343	3.11927786	1.806494288	1.45296231	1.202261379	2.904557233	4.169795699	1.401983459	4.845980716	4.400582232	1.443582216	2.290444996	1.596832608	3.609731764	1.15746913	3.900249133	1.032593317	1.323804796	1.152664162	4.003024206	0.679529928	0.548915519	2.116006057	2.807572316	0.228551605	2.218876993	2.038997155	1.19582166	0.243991866	1.434042873	1.782993918	1.630185422	3.491690283	0.694422567	4.266105596	1.287218143
man2a2_LG19	52.69580111	37.74326211	53.70214838	69.87427837	39.6746255	34.61264037	34.44613839	38.02880132	37.79864958	54.08083954	40.23985426	39.89191701	47.01784903	41.08218531	50.763289	53.11767867	29.94520619	36.12095943	43.30723924	44.3535082	31.71139663	36.96031164	43.22698088	40.30871682	67.65127498	44.20685701	49.9554303	37.58296647	35.86680435	34.62189221	33.22852301	33.32823529	48.88366397	38.19324119	34.6028565	37.97293521
mapk8ip2_LG19	11.27552076	9.82572526	4.76257585	7.793161482	10.30509753	13.55460042	9.608659655	6.133677632	10.8549968	10.65404119	6.135224417	7.25307582	8.871292269	7.563247505	8.598342112	8.914855161	8.113233205	7.375483863	9.385979607	7.365564539	4.98321947	7.501845432	5.441158433	4.411899353	5.942341721	8.022093744	6.524790897	7.516593293	5.611812926	2.45835921	8.104517807	5.796214833	9.556204986	9.258967561	8.05819946	8.15238157
megf8_LG19	2.531239354	3.275241753	3.777215329	3.962624482	5.152548767	5.082975159	2.538136513	4.381198309	3.295266887	6.369263757	5.774328863	4.580889992	5.145349516	5.50054364	5.291287453	3.528796835	5.310479916	3.214954504	3.457992487	4.643508079	7.021809254	3.842408636	4.534298694	5.013521993	12.11323505	5.120485368	7.952088905	2.220811655	3.903869862	3.482675548	5.511072109	1.630185422	1.102639037	4.398009592	2.528062576	3.861654428
met_LG19	10.12495742	7.798194651	3.777215329	8.849861343	8.244078027	15.49097191	15.95400094	5.607933835	9.304282974	18.52876729	3.428507762	5.72611249	6.564756279	8.594599437	18.02344789	11.88647355	2.655239958	6.429909009	7.409983901	13.1299194	4.077179567	11.34425407	16.02118872	11.63137102	25.82633132	17.06828456	14.4768798	5.124949973	5.123829193	5.531308223	2.269264986	11.23016624	10.47507085	5.555380537	10.1122503	7.508772499
mid1ip1l_LG19	45.33219571	52.55983194	46.14771772	40.5508572	52.04074254	38.96947622	34.08354746	38.20404925	47.68445024	28.25637012	39.1571676	46.57238158	34.42061401	36.09731764	41.1728305	36.03087294	41.74627267	38.57945405	69.32451605	45.95471788	65.46138304	42.44946684	40.50640167	52.14062872	44.3390113	63.83538426	49.13983144	62.866053	58.07006419	67.80974155	61.10806427	50.71687979	46.31083955	61.57213428	60.19949008	39.04561699
MLKL_LG19	14.26698545	10.76150862	14.1235008	48.60819365	10.64860078	13.07050755	18.85472838	17.17429737	12.40571063	17.48652413	20.3905988	23.85880204	15.61347439	8.078923471	26.95249546	17.45825802	11.21101316	14.56185276	34.41525856	24.97887105	18.12079807	9.69750751	21.16006057	20.25462885	23.76936688	25.94379253	19.16657326	16.74150324	13.17556078	18.43769408	19.77502345	23.00372762	30.87389303	17.59203837	33.81283695	19.73734485
mob2a_LG19	21.17036551	21.36705334	22.00638496	15.58632296	30.40003772	17.66938984	18.49213745	24.53471053	13.76258523	15.17042822	19.30791213	23.85880204	26.61387681	23.20541848	16.20456783	15.41527038	23.15959297	15.12919767	19.75995707	14.57100811	25.59562728	21.40770526	15.41661556	22.86166029	16.45571553	19.62852725	26.71086273	18.62065157	24.88717037	13.93070219	24.47564378	18.47543478	16.9071319	22.91594471	20.06649669	25.31529014
mrpl23_LG19	79.849096	37.27537043	40.07132784	73.57272788	46.3729389	71.88779153	64.72248107	44.68822275	79.08640528	71.45155888	46.01418312	41.03713951	35.30774323	30.596774	66.8025041	63.14689073	44.84405262	83.96704706	28.98127037	48.19641144	23.10401754	28.17766333	53.80701117	31.88599987	37.25391156	44.03617417	34.25515221	38.60795646	18.29938998	57.97630471	30.14880624	53.79611892	58.07232261	31.01754133	49.77123196	42.04912599
mtmr7a_LG19	5.752816715	4.055061218	4.26989559	4.35888693	8.072326401	9.681857445	5.620159421	3.680206579	8.916604517	6.021849371	4.15029887	5.153501241	4.967923671	7.047571539	6.118051118	4.085975282	5.310479916	4.34964433	21.57128647	22.89729846	34.65602632	40.4367766	38.39039561	27.47410052	25.36922812	22.53013562	27.73036131	28.69971985	35.86680435	28.27113092	34.03897479	27.89428389	40.43009802	36.80439606	26.07064531	43.33634413
myod1_LG19	5.062478709	0.623855572	1.149587274	0.396262448	0.858758128	1.936371489	3.807204769	3.154462782	2.132231515	1.389657547	0.541343331	1.717833747	1.596832608	1.547027899	1.322821863	2.042987641	1.770159972	4.5387593	1.152664162	0.640483873	0	0.36594368	0.30228658	1.203245278	4.113928884	6.827313824	0.407799431	4.44162331	2.195926797	0.81945307	3.241807123	3.07923913	0	2.083267701	2.054050843	1.5017545
nap1l4a_LG19	87.67292673	94.98201084	90.3247144	117.2936847	93.60463593	95.36629583	61.82175363	92.88140415	63.19158853	79.32628498	65.86343859	99.06174607	91.01945868	75.46058306	85.15665745	91.00581311	91.60577855	53.51953675	101.26978	79.58012121	104.8741189	83.43515896	61.66646224	97.26232666	105.3622897	65.54221271	90.93927312	68.16183464	66.36578765	47.52827806	82.66608163	66.11307544	88.39489612	85.18250156	77.7379242	85.60000648
nat10_LG19	55.45715313	31.97259807	35.80143225	108.0475609	28.51076984	48.16724079	27.55691071	19.27727256	28.30052738	49.10123333	20.3905988	23.85880204	22.00080483	17.87676683	60.51910025	55.90357091	20.50435301	44.63113312	34.25059225	51.87919371	18.34730805	22.13959262	37.18124929	21.25733325	59.42341721	41.81729717	20.79777098	17.9373249	10.49165025	35.85107181	22.5305595	40.21124041	52.74290059	19.21235769	77.26391247	22.95539021
nedd1_LG19	29.22430891	17.15602823	25.61937354	41.87173203	15.97290118	32.192176	39.88500234	16.64855357	44.0015049	38.21558254	21.65373324	16.79659664	23.0653599	23.89298644	39.85000863	44.76000196	15.34138642	46.7113978	21.57128647	38.90939528	14.94965841	24.51822654	33.55381034	18.65030181	45.02466612	39.59842018	20.59387127	24.4289282	13.41955265	60.02493738	17.82993918	50.53574808	44.47310782	22.45299634	42.18704423	22.31178114
nfat5b_LG19	6.213042052	6.082591827	3.612988576	3.434274551	4.122039013	3.388650106	3.082022908	3.504958647	1.163035372	2.547705503	4.872089978	5.72611249	4.080794444	6.531895572	2.149585528	5.943236774	4.572913261	1.134689825	4.610656649	4.483387111	4.756709495	6.221042554	5.138871853	4.211358474	5.942341721	5.46185106	4.07799431	3.929128312	6.099796659	1.024316338	4.052258904	2.716975703	4.59432932	4.86095797	2.844070398	3.003508999
nr1h4_LG19	61.67019518	30.88085082	29.06813536	68.68549102	46.3729389	73.58211658	34.99002478	20.32876015	45.74605796	76.66277468	26.52582321	15.65137414	19.1619913	19.08001075	43.48776876	36.03087294	20.20932635	37.25564926	27.00527466	85.34447607	40.54528569	43.36432604	75.26935832	57.95631423	84.56409372	46.59641685	96.44456544	39.80377812	22.20325984	70.06323749	39.5500469	65.38854859	92.62167909	42.59125078	64.7816035	51.70326206
nr2c1_LG19	27.61352023	43.98181783	39.41442083	35.13527041	50.83848117	34.12854749	24.11229687	44.68822275	29.46356275	24.31900707	49.26224311	52.29849407	44.53388719	44.00434912	27.6139064	30.08763617	50.30204587	29.69105042	39.19058152	30.7432259	68.63252271	43.91324156	24.48521295	42.11358474	27.19764095	25.0903783	49.34373116	48.34536141	47.09043021	27.24681458	44.57484794	26.98862532	27.19842957	38.19324119	28.12469615	42.69273506
nras_LG19	16.56811214	25.11018677	17.40803587	34.87109544	23.18646945	15.00687904	17.04177373	17.52479324	18.02704826	14.35979465	22.37552434	29.39404411	17.210307	19.25190274	23.97614627	20.61560256	25.81483293	12.85981802	36.39125427	20.97584684	33.97649639	20.30987422	24.78749953	23.86436468	26.28343453	20.82330716	19.77827241	19.64564156	24.6431785	10.24316338	24.15146307	17.3886445	23.15541977	19.44383188	25.12262185	21.88270842
nt5dc3_LG4	6.673267389	3.275241753	2.791854809	9.64238624	1.889267881	5.809114467	3.625909304	1.226735526	3.101427658	3.821558254	2.526268877	4.199149159	2.30653599	3.781623752	8.598342112	7.800498266	1.917673303	6.808138951	6.586652356	7.525685507	2.038589783	3.659436796	5.743445012	3.008113196	6.627996535	7.168679516	3.262395448	1.19582166	1.463951198	5.326444955	3.565987835	5.071687979	3.675463456	3.472112836	9.796242481	3.003508999
nts_LG19	8.514168738	4.990844576	3.448761822	2.773837137	2.404522758	7.50343952	6.526636747	2.453471053	9.304282974	4.747996619	5.232985532	1.908704163	3.903368599	4.984867674	4.464523789	8.357676714	2.507726627	9.455748542	2.140662016	12.16919359	1.585569832	4.025380476	5.743445012	1.604327038	4.571032093	7.510045207	2.446796586	3.245801649	3.171894263	9.218847038	3.728078191	6.15847826	7.534700085	9.027493372	5.530136884	5.363408928
nudcd2_LG19	19.7896895	19.65145052	23.6486525	28.66298375	21.29720157	22.99441143	15.22881908	15.94756184	18.60856595	16.79169536	16.78164326	20.23226413	12.59723502	16.15784694	19.51162248	13.74373504	20.06181302	15.69654258	19.43062445	15.85197586	13.59059856	10.79533855	10.88231687	13.43623894	10.51337381	15.02009041	14.68077952	11.61655327	9.759674654	12.90638585	12.31886707	10.6867711	9.923751331	10.6478127	13.43033243	11.58496328
nudt4a_LG19	0.460225337	1.403675037	0.821133767	0	1.374013004	0.484092872	0.543886396	1.226735526	0	3.358339072	0.721791108	1.526963331	1.596832608	1.37513591	0.165352733	0	1.47513331	0.378229942	1.975995707	0.480362905	1.812079807	2.012690238	0.604573159	1.604327038	0	0.341365691	2.242896871	1.024989995	1.463951198	0	1.782993918	0	0	1.157370945	0	1.5017545
nudt7_LG19	15.4175488	5.302772362	6.076389878	13.20874827	8.072326401	11.61822893	14.86622815	7.886156956	21.51615438	14.59140424	8.841941071	8.016557486	6.91960797	4.641083696	19.34626975	14.48663964	10.32593317	18.91149708	6.586652356	17.93354844	3.397649639	7.501845432	14.8120424	10.62866662	15.54150912	11.6064335	8.971587483	5.63744497	4.635845461	17.20851447	5.02480104	11.41129795	13.59921479	4.86095797	14.53635981	6.007017999
nxpe3_LG19	8.284056069	7.954158544	11.16741923	12.54831086	9.446339406	8.955718136	6.889227677	6.308925565	7.172051459	6.137654166	5.232985532	4.199149159	4.61307198	16.8454149	9.09440031	6.314689073	5.90053324	4.916989242	0.493998927	1.280967746	6.568789302	13.17397247	7.25487791	7.420012549	0.228551605	0.853414228	0	1.19582166	5.123829193	10.85775318	1.945084274	0.905658568	1.102639037	2.31474189	1.738043021	0.643609071
osbpl5_LG19	49.47422375	41.79832333	37.11524628	33.6823081	39.84637713	45.26268355	46.04904816	37.50305752	36.44177498	46.43772303	38.25492872	29.96665536	35.66259492	35.75353366	41.99959416	45.13145425	36.43579276	33.0951199	38.20258367	43.07254046	30.80535673	34.76464957	47.458993	26.47139612	43.19625328	48.98597669	36.09024965	37.07047147	34.89083689	35.44134528	34.68733621	56.33196291	46.49461272	50.46137321	50.71925542	47.84160763
OSBPL8_LG19	38.42881565	29.16524799	20.03566392	28.00254634	33.83507024	27.59329372	37.52816129	27.86442124	30.4327589	35.89948663	36.45045095	20.9957458	25.90417343	33.17515383	37.53507037	27.67319623	18.43916638	15.31831264	33.2625944	34.10576623	32.16441658	43.73026972	37.78582245	30.28167283	48.91004339	51.03417084	30.99275676	52.44532139	36.35478809	15.36474506	48.14083577	48.90556266	42.26782974	64.58129874	34.6028565	60.28471635
p2ry10_LG19	6.213042052	5.926627934	6.733296891	2.90592462	8.931084529	9.197764573	6.345341282	4.731694173	7.753569145	5.790239779	5.052537755	7.062205404	8.161588888	10.6573033	5.952698385	6.686141371	6.343073233	9.266633572	3.787325105	2.72205646	2.491609735	5.489155195	3.929725535	1.804867917	5.713790116	3.072291221	3.262395448	4.270791644	3.171894263	5.73617149	3.403897479	3.07923913	2.205278074	4.86095797	3.476086042	3.647118071
pamr1_LG19	15.18743613	13.10096701	15.60154158	4.490974413	19.40793369	11.86027537	19.39861478	24.53471053	9.498122203	8.106335691	22.55597212	17.17833747	27.85585773	26.81515024	7.606225714	12.0721997	23.89715962	17.39857732	10.86797639	13.45016133	14.27012848	16.83340926	7.85945107	11.43083014	15.54150912	28.50403522	11.8261835	30.23720484	19.76334117	22.12523289	25.93445698	20.83014706	7.902246431	40.97093146	9.164226837	19.95188121
pdcd2l_LG19	8.744281406	3.899097325	3.941442083	6.208111689	3.950287388	6.535253775	5.982750351	4.556446241	4.845980716	9.843407625	2.706716654	3.817408327	3.548516908	2.406487842	7.771578447	5.386058327	2.065186634	4.916989242	4.116657723	4.003024206	2.491609735	2.744577597	6.650304751	3.208654075	11.42758023	6.315265288	3.670194879	2.391643321	1.951934931	4.91671842	2.10717463	6.15847826	4.961875666	3.935061214	5.846144706	2.788972642
pdhx_LG19	28.99419624	19.18355884	21.02102444	51.51411827	21.12544994	38.24333691	27.01302431	18.05053703	33.92186501	35.43626745	20.3905988	19.08704163	16.14575193	16.67352291	35.38548484	30.83054077	15.34138642	31.96043007	18.11329398	27.54080654	14.49663846	19.39501502	38.99496877	21.65841501	31.76867305	29.52813229	19.57437269	17.76649324	11.46761772	30.72949013	13.77768027	29.34333759	35.8357687	9.953390129	37.13091908	19.95188121
pdp2_LG19	11.96585877	5.146808469	5.25525611	10.17073617	7.557071525	7.261393084	5.257568491	5.9584297	6.396694545	8.106335691	5.593881086	5.72611249	4.435646135	3.094055797	12.5668077	13.92946119	4.130373268	12.29247311	7.245317592	10.40786294	4.530199519	6.952929913	7.25487791	2.807572316	13.25599307	10.75301927	7.340389759	6.662434964	5.123829193	11.67720625	5.511072109	11.41129795	11.02639037	6.249803104	12.79831679	5.792481642
pex11a_LG19	2.531239354	4.834880683	4.598349097	24.03992186	4.293790639	6.293207339	5.438863956	1.226735526	6.590533774	3.821558254	2.526268877	6.298723739	3.193665217	3.094055797	7.93693118	5.943236774	4.867939923	6.61902398	13.0086384	9.927500031	7.474829206	5.306183355	18.74176794	7.620553429	6.39944493	5.120485368	8.971587483	4.099959978	3.171894263	10.03830011	5.997343177	4.528292839	11.02639037	3.240638646	14.53635981	4.505263499
phrf1_LG19	11.7357461	29.47717578	24.79823977	26.0212341	19.92318856	7.50343952	13.77845535	25.41095019	10.07963989	11.46467476	25.44313655	23.28619079	21.46852729	23.03352649	16.70062602	16.34390113	15.48889976	10.02309345	57.3038755	11.20846778	87.20634073	51.59805883	12.69603634	44.11899353	12.79888986	18.09238163	50.36322973	53.12864805	105.6484781	8.809120503	24.15146307	11.04903453	13.78298796	14.8143481	14.06234808	19.5228085
phykpl_LG4	73.17582861	79.54158544	74.06626581	88.36652595	66.29612747	108.4368034	76.50668631	83.9437596	65.12998082	95.77056595	90.58478403	89.70909567	81.26103719	97.46275762	88.13300664	80.97660105	88.21297194	87.74934647	23.54728217	41.63145174	33.74998641	39.5219174	40.20411509	39.30601242	38.16811798	31.0642779	37.51754766	40.48710478	31.71894263	47.52827806	23.82728235	36.76973785	39.51123215	25.2306866	30.02074309	32.60952628
PIK3C2G_LG19	13.11642211	5.302772362	4.598349097	21.92652213	7.041816648	9.923903881	7.795705003	4.381198309	10.27347912	6.716678144	7.217911078	7.062205404	7.097033816	6.016219606	14.88174596	13.92946119	6.638099895	5.673449125	3.457992487	13.93052424	3.624159615	4.391324156	9.370883968	5.414603752	8.913512581	10.24097074	4.281894026	4.612454975	3.171894263	7.784804165	5.997343177	11.41129795	15.80449286	4.166535403	9.480234659	6.221554356
PLEKHA5_LG19	76.39740597	36.65151486	27.59009458	51.38203078	45.17067752	70.43551291	58.01454886	24.3594626	58.73328628	46.20611344	36.45045095	27.10359912	28.56556111	34.89407372	60.68445298	68.16149675	26.55239958	45.00936306	31.61593131	60.84596793	30.1258268	38.24111452	73.15335226	33.08924515	71.76520386	63.32333572	40.37214367	38.09546146	33.42688569	50.80609034	31.28343874	49.99235294	57.70477626	29.6286962	59.56747444	26.17343557
plekhg7_LG19	21.17036551	9.045905795	11.00319248	25.2287092	15.4576463	25.89896866	24.11229687	10.51487594	37.60481036	25.36125023	13.71403105	14.50615164	14.01664179	14.26703507	35.71619031	27.48747008	11.65355315	29.50193545	18.11329398	39.38975819	20.83891779	27.81171965	53.80701117	33.69086779	47.31018216	38.40364026	34.45905192	15.88734492	14.63951198	55.31308223	14.91231277	45.28292839	47.22970541	15.04582229	30.02074309	21.024563
pls3_LG19	94.57630679	81.25718826	74.06626581	35.9277953	143.9278622	96.57652801	67.44191305	136.6933872	88.19684903	67.63000062	78.85567853	84.74646485	40.80794444	63.94381981	72.42449702	53.48913097	61.51305903	62.40794038	91.38980144	137.5439117	121.1828371	109.4171602	125.146644	154.6170183	161.5859845	202.6005377	150.4779901	152.8943409	126.1437949	82.35503354	126.9167489	112.3016624	54.0293128	101.1542206	119.1349489	109.4135421
pnpla8_LG19	47.17309706	53.02772362	58.95740449	82.42258923	46.88819378	39.21152265	57.289367	50.47140452	56.2133763	42.38455519	71.81821523	57.83373615	68.13152463	63.42814385	62.00727484	59.80382004	46.6142126	65.05554997	29.47526929	19.53475813	25.82213726	26.16497309	22.36920689	20.05408797	23.76936688	17.75101594	18.55487411	17.08316658	25.3751541	21.51064309	24.31355342	19.92448849	25.36069785	22.68447053	28.12469615	23.38446292
polg_LG19	11.50563343	24.4863312	26.93318757	15.45423548	17.69041743	10.89208963	12.87197803	15.59706598	11.82419295	11.46467476	18.7665688	15.07876289	9.22614396	15.298387	9.425105776	14.30091349	15.78392642	7.753713805	21.24195385	13.45016133	21.74495769	15.00369086	16.62576188	12.23299366	10.74192542	16.04418749	14.27298009	14.00819659	20.49531677	10.85775318	12.64304778	11.41129795	12.8641221	18.28646093	13.74634026	10.29774514
polr3b_LG19	29.91464692	36.18362318	35.30875199	41.07920713	26.62150196	31.95012957	26.28784245	29.7921485	23.45454666	28.8353941	24.72134544	31.11187786	28.56556111	29.39353008	31.91307745	35.4736945	22.86456631	27.2325558	33.42726071	33.30516139	33.07045649	28.17766333	30.22865796	35.29519483	44.56756291	30.38154652	32.8278542	25.28308653	31.23095889	29.09058399	27.55536054	27.53202046	31.42521255	31.48048971	35.70888388	28.74787185
pot1_LG19	16.56811214	9.045905795	12.80968677	15.85049793	8.072326401	13.55460042	20.48638757	9.112892482	16.08865598	16.21267138	7.398358855	7.062205404	6.91960797	8.766491426	11.40933857	17.82971032	7.080639888	15.12919767	8.233315445	13.93052424	5.209729446	8.599676471	15.71890214	5.414603752	10.28482221	18.77511302	7.544289474	7.687424959	8.539715322	26.42736151	5.348981753	17.56977621	9.923751331	6.712751482	15.64238719	4.719799856
PRKAR2B_LG19	1.150563343	6.082591827	6.569070138	0.528349931	3.09152926	1.694325053	2.175545582	4.205950376	1.163035372	1.621267138	2.706716654	3.435667494	3.016239372	2.75027182	1.984232795	0.742904597	3.982859937	0.756459883	4.44599034	0.960725809	3.397649639	2.744577597	0.604573159	3.208654075	0.685654814	1.024097074	4.07799431	2.904138318	3.903869862	0.204863268	2.269264986	0.543395141	2.756597592	3.703587025	1.264031288	4.290727142
prpf18_LG19	77.31785665	74.39477697	64.70534086	69.87427837	103.0509753	98.99699237	72.15559515	96.38636279	104.0916658	84.65330558	94.55463513	88.75474359	98.29391835	70.3038234	84.99130472	62.77543843	122.7310914	91.15341595	74.75850424	104.2387503	131.828806	114.9063154	94.91798599	127.1429177	81.59292286	84.14664289	122.9515285	111.2114144	87.34908816	111.4456175	89.31178624	82.77719309	123.6793453	97.91358196	69.83772865	139.8777048
prr5_LG19	23.70160486	10.60554472	10.01783196	17.30346024	17.51866581	34.37059393	43.87350258	25.58619812	57.5702509	40.18426407	19.66880769	22.33183871	28.03328357	23.54920246	36.70830671	37.14522984	30.97779951	32.71688996	11.19730901	32.50455655	15.40267836	30.00738173	35.66981639	20.65571061	25.59777972	23.212867	17.53537553	24.08726487	21.71527611	22.53495943	20.58547523	50.53574808	65.60702269	34.95260254	34.28684868	50.84511663
psmd7_LG19	92.2751801	104.0279166	116.6009949	173.5629523	111.8103082	103.1117818	83.03332306	152.1152053	101.1840773	116.4996244	93.65239624	116.6218244	105.0361005	81.47680267	112.7705638	91.00581311	130.6968113	114.4145574	120.7004044	110.6435891	132.2818259	99.53668086	93.10426652	123.9342637	86.16395495	86.36551988	113.1643421	83.53668455	81.73727523	95.05655613	97.90257511	117.9167455	126.4359429	123.3757428	114.7108394	128.7218143
pstpip1a_LG19	1.380676012	1.715602823	0.985360521	1.320874827	2.061019507	1.452278617	0.906477326	4.030702444	2.713749201	1.968681525	3.789403316	4.199149159	2.838813526	3.953515741	2.480290994	1.300083044	2.655239958	0.945574854	2.96399356	2.241693555	4.98321947	4.940239675	1.813719478	2.807572316	1.371309628	1.53614561	3.058495733	3.587464981	1.707943064	1.229179605	3.403897479	1.449053708	3.675463456	2.546216079	2.054050843	1.287218143
ptprjb2_LG19	23.24137953	12.47711144	5.747936371	10.03864869	14.0836333	35.33877967	17.58566012	8.061404888	19.77160132	17.25491454	8.661493294	7.25307582	4.967923671	8.938383415	14.88174596	16.52962728	8.998313191	6.997253921	3.457992487	12.48943552	3.624159615	5.306183355	9.068597388	6.41730815	14.17019949	8.022093744	5.505292319	8.370751622	1.463951198	9.013983771	6.969885314	7.426400255	24.07428564	7.407174049	13.90434417	10.08320878
ptprz1a_LG19	6.44315472	2.807350074	4.926802603	2.90592462	2.748026009	7.745485956	10.51513698	6.834669362	5.815176859	5.558630188	3.248059985	4.580889992	1.241980918	3.781623752	2.81099646	5.200332177	3.982859937	7.186368892	1.811329398	5.604233888	1.13254988	2.195662078	6.650304751	2.607031436	5.942341721	9.216873663	3.670194879	4.270791644	0.731975599	9.423710306	3.403897479	14.6716688	1.837731728	6.712751482	5.214129062	3.003508999
RAB19a_LG19	2.071014017	2.027530609	1.642267534	1.717137276	1.374013004	3.872742978	2.719431978	2.102975188	3.295266887	3.474143868	2.3458211	2.290444996	1.419406763	0.515675966	4.133818323	4.085975282	2.065186634	4.34964433	4.44599034	7.045322603	4.303689543	4.940239675	11.18460345	8.623257827	14.8558543	17.92169879	6.116991466	6.662434964	3.903869862	15.36474506	9.725421369	9.962244245	3.675463456	6.712751482	8.374207282	2.788972642
RAB19b_LG19	13.57664745	6.23855572	4.26989559	5.415586792	5.324300392	7.745485956	7.251818608	3.855454512	10.07963989	4.97960621	6.857015524	5.153501241	3.016239372	4.12540773	7.275520248	5.757510625	3.687833275	8.321058717	1.317330471	1.921451619	0.906039904	0.914859199	3.627438955	2.205949677	5.028135302	4.949802523	2.038997155	1.708316658	1.463951198	6.350761293	1.458813205	3.803765984	2.389051246	2.31474189	3.476086042	2.359899928
rabl2_LG19	6.903380058	13.4128948	16.42267534	10.83117358	19.92318856	8.955718136	10.33384152	14.01983459	12.59954986	13.89657547	16.78164326	14.12441081	12.95208671	14.09514308	12.89751317	11.88647355	18.73419304	14.56185276	13.0086384	12.00907262	21.29193774	17.56529662	10.88231687	14.03786158	6.39944493	7.339362361	16.92367639	13.49570159	12.93156892	9.628573573	16.37112597	7.788663682	10.65884402	20.13825445	8.848219015	15.44661771
rad52_LG19	2.071014017	12.00921976	16.09422184	11.491611	6.698313397	5.082975159	4.169795699	6.133677632	5.815176859	6.600873349	8.481045517	8.016557486	4.967923671	6.360003584	2.976349192	6.314689073	9.440853184	4.34964433	11.69130793	5.123870984	12.00502872	5.306183355	3.022865796	6.41730815	2.056964442	4.26707114	6.524790897	6.491603299	8.783707189	4.711855153	4.862710684	9.781112531	5.329422011	3.935061214	7.742191638	3.861654428
rapgef2_LG19	28.30385824	20.89916166	12.80968677	10.03864869	20.43844344	27.83534015	19.39861478	15.42181805	13.18106755	16.79169536	13.17268772	11.83396581	15.2586227	17.87676683	17.69274242	14.30091349	13.42371312	14.18362281	21.07728754	24.33838717	14.94965841	26.53091677	22.06692031	21.25733325	22.39805726	33.45383774	27.93426103	24.77059153	24.39918664	8.604257236	20.09920416	18.65656649	16.53958555	18.9808835	19.11847323	27.24611735
