taylors_drinks_sold	day	day_of_the_week	year	days_to_final	gameday	boys_in_bar	girls_in_bar	temperature	cost_of_market_basket_pbr
3367	206	Wednesday	3	114	0	283	394	73.34578914	4.09
2488	207	Thurday	3	113	0	263	390	77.92097388	4.3
3792	208	Friday	3	112	0	283	392	71.07273774	3.13
2214	209	Saturday	3	111	0	282	400	54.67593399	2.73
3050	210	Sunday	3	110	0	289	386	61.32541344	2.89
3312	211	Monday	3	109	0	288	380	78.39842962	3.98
4193	212	Tuesday	3	108	0	301	388	54.43608339	4.5
3806	213	Wednesday	3	107	0	320	413	72.98826977	3.65
4539	214	Thurday	3	106	0	320	405	76.86592092	5.68
3914	215	Friday	3	105	0	305	400	62.05890616	3.35
4152	216	Saturday	3	104	0	299	395	72.6285384	3.46
4996	217	Sunday	3	103	1	304	389	52.5089455	5.35
4869	218	Monday	3	102	0	314	391	76.36828134	4.6
3303	219	Tuesday	3	101	0	332	394	52.49597007	2.79
3615	220	Wednesday	3	100	0	339	383	59.34299429	3.65
1964	221	Thurday	3	99	0	351	386	55.70670775	3.87
3635	222	Friday	3	98	0	350	395	57.18237632	3.24
2230	223	Saturday	3	97	0	351	393	62.21028447	3.87
1849	224	Sunday	3	96	0	349	385	79.44452203	3.27
4177	225	Monday	3	95	0	338	397	62.39259287	4.17
3239	226	Tuesday	3	94	0	342	402	57.73639468	3.38
3267	227	Wednesday	3	93	0	335	414	56.83564234	1.64
5143	228	Thurday	3	92	0	348	430	68.97782587	3.58
3722	229	Friday	3	91	0	339	448	77.20082339	4.23
4222	230	Saturday	3	90	0	352	437	62.87329682	4.27
3029	231	Sunday	3	89	0	371	449	41.55211281	3.67
3822	232	Monday	3	88	0	370	451	63.6842173	3.54
4402	233	Tuesday	3	87	0	376	456	66.92490723	3.94
3112	234	Wednesday	3	86	0	363	452	50.63503341	4.4
3171	235	Thurday	3	85	0	360	456	79.75642852	6.02
2422	236	Friday	3	84	0	371	445	69.25407568	4.98
2561	237	Saturday	3	83	0	373	446	52.2930633	3.9
4535	238	Sunday	3	82	0	376	436	46.14503416	3.91
2496	239	Monday	3	81	0	381	418	57.23132287	4.27
5095	240	Tuesday	3	80	0	390	428	81.15563842	4.9
5364	241	Wednesday	3	79	0	389	431	80.61641468	3.34
1038	242	Thurday	3	78	0	369	458	60.03492493	4.84
4740	243	Friday	3	77	0	359	448	66.57856971	3.26
1497	244	Saturday	3	76	0	377	435	64.54662551	4.19
1834	245	Sunday	3	75	0	359	427	61.59577549	4.41
2566	246	Monday	3	74	0	373	425	35.02405699	4.77
2948	247	Tuesday	3	73	0	383	440	58.26285141	5.31
2883	248	Wednesday	3	72	0	383	433	76.5985932	3.37
0	249	Thurday	3	71	1	378	422	43.68426311	4.75
2339	250	Friday	3	70	0	387	393	58.95715977	5.89
3011	251	Saturday	3	69	0	386	379	53.92505646	5.19
3041	252	Sunday	3	68	0	371	375	55.81960483	4.22
3065	253	Monday	3	67	0	366	388	56.485499	3.45
3030	254	Tuesday	3	66	0	353	384	58.43090944	3.93
3646	255	Wednesday	3	65	0	357	394	39.42634232	3.79
4001	256	Thurday	3	64	0	366	404	68.76612262	4.78
3724	257	Friday	3	63	0	357	405	61.0717517	4.5
3244	258	Saturday	3	62	0	350	410	63.12265984	2.82
3435	259	Sunday	3	61	0	363	408	52.52898752	3.53
3169	260	Monday	3	60	0	373	385	71.78624868	4.23
4829	261	Tuesday	3	59	0	387	373	54.50476139	3.25
4522	262	Wednesday	3	58	0	394	378	71.00581309	4.27
5571	263	Thurday	3	57	0	405	379	67.19242135	4.63
2984	264	Friday	3	56	0	398	366	60.94582742	3.63
3381	265	Saturday	3	55	0	404	365	43.87422257	3.79
1828	266	Sunday	3	54	0	411	366	33.70887555	4.94
4316	267	Monday	3	53	0	407	364	67.15331115	6.23
3136	268	Tuesday	3	52	0	394	371	54.48527828	3.75
4320	269	Wednesday	3	51	0	411	366	64.78438394	4.29
3720	270	Thurday	3	50	0	412	370	56.74588592	5.52
4212	271	Friday	3	49	0	417	365	51.81437198	6.23
2811	272	Saturday	3	48	0	408	380	42.98997915	4.75
3607	273	Sunday	3	47	0	404	386	64.08821487	1.68
3618	274	Monday	3	46	0	404	392	50.00599172	4.77
3599	275	Tuesday	3	45	0	398	399	50.34500817	4
2539	276	Wednesday	3	44	0	399	410	39.1887086	4.11
3765	277	Thurday	3	43	0	391	399	29.74922559	3
2857	278	Friday	3	42	0	386	403	52.89561415	4.92
3699	279	Saturday	3	41	0	360	394	39.58868297	5.23
3473	280	Sunday	3	40	0	366	391	57.47593353	4.59
3493	281	Monday	3	39	0	353	406	27.36651051	4.2
2687	282	Tuesday	3	38	0	332	407	41.22808299	4.88
2273	283	Wednesday	3	37	0	340	427	52.0140745	4.26
2756	284	Thurday	3	36	0	361	437	41.25604823	4.46
3348	285	Friday	3	35	0	379	446	37.37763825	4.36
12301	286	Saturday	3	34	1	389	459	37.79300748	4.28
4931	287	Sunday	3	33	0	383	457	48.06502392	3.87
5093	288	Monday	3	32	0	376	480	39.91706257	4.45
5353	289	Tuesday	3	31	0	377	457	41.71754216	4.65
5071	290	Wednesday	3	30	0	378	438	43.50965869	4.41
3592	291	Thurday	3	29	0	377	438	54.65614789	4.89
6381	292	Friday	3	28	0	357	429	57.19555678	3.62
1417	293	Saturday	3	27	0	340	441	44.95249049	6.23
2620	294	Sunday	3	26	0	350	438	52.54474061	4.14
4708	295	Monday	3	25	0	364	458	41.20507143	4.98
5078	296	Tuesday	3	24	0	390	462	53.1762641	4.78
4047	297	Wednesday	3	23	0	385	479	31.92967956	4.11
4139	298	Thurday	3	22	0	380	467	38.70068498	2.83
4565	299	Friday	3	21	0	374	475	34.83178575	3.82
3032	300	Saturday	3	20	0	371	475	40.21761783	6.1
5341	301	Sunday	3	19	0	357	462	47.77588279	4.08
4851	302	Monday	3	18	0	359	461	47.40501063	4.17
5510	303	Tuesday	3	17	0	372	467	33.06934216	3.7
4380	304	Wednesday	3	16	0	372	485	24.75323925	4.42
3316	305	Thurday	3	15	0	363	481	11.93802079	2.43
3665	306	Friday	3	14	0	368	465	44.35974459	4.9
5325	307	Saturday	3	13	0	350	465	33.41968484	3.61
4968	308	Sunday	3	12	0	353	449	34.56214632	3.02
4333	309	Monday	3	11	0	348	454	43.24307945	2.17
3140	310	Tuesday	3	10	0	348	455	38.05666645	4.49
3789	311	Wednesday	3	9	0	339	464	29.78573516	4.9
2922	312	Thurday	3	8	0	344	467	52.79111815	2.94
3640	313	Friday	3	7	0	362	485	35.62531671	5.45
3491	314	Saturday	3	6	0	347	491	18.40551431	4.41
4175	315	Sunday	3	5	0	344	492	17.03695254	5.27
12296	316	Monday	3	4	1	356	489	39.69925813	3.14
4165	317	Tuesday	3	3	0	356	498	35.03280651	4.44
4866	318	Wednesday	3	2	0	361	510	39.29783261	3.62
2368	319	Thurday	3	1	0	356	514	18.19975365	4.54
5038	320	Friday	3	0	0	341	519	19.15045773	5.09
4719	321	Saturday	3	144	0	352	503	51.05001944	3.71
2812	322	Sunday	3	143	0	355	479	41.20659862	5.71
3731	323	Monday	3	142	0	354	475	30.03509134	4.32
3016	324	Tuesday	3	141	0	353	476	12.60953966	4.77
4767	325	Wednesday	3	140	0	349	487	40.00750748	3.83
5735	326	Thurday	3	139	0	355	470	40.2904607	4.3
3112	327	Friday	3	138	0	361	473	40.06988185	3.22
2001	328	Saturday	3	137	0	344	487	24.4013095	4.92
2704	329	Sunday	3	136	0	345	491	38.5407924	3.79
3837	330	Monday	3	135	0	363	492	31.28603051	5.44
4350	331	Tuesday	3	134	0	364	496	24.81845886	2.83
3946	332	Wednesday	3	133	0	371	520	25.61860962	4.37
3445	333	Thurday	3	132	0	377	520	25.95298615	3.71
3485	334	Friday	3	131	0	372	520	28.91023833	3.51
6071	335	Saturday	3	130	0	389	513	43.80637092	4.48
2819	336	Sunday	3	129	0	389	518	55.99723472	6.84
2751	337	Monday	3	128	0	381	522	37.62251948	3.97
3532	338	Tuesday	3	127	0	406	512	23.56713619	4.71
3805	339	Wednesday	3	126	0	419	503	37.74957408	3.69
4200	340	Thurday	3	125	0	420	496	46.92348726	3.6
1308	341	Friday	3	124	1	418	504	33.68911557	3.07
18399	342	Saturday	3	123	0	414	498	3.595883314	3.51
3436	343	Sunday	3	122	0	418	488	39.89702644	3.67
3586	344	Monday	3	121	0	421	481	29.81380618	2.39
5906	345	Tuesday	3	120	0	413	484	26.66554099	6.02
5479	346	Wednesday	3	119	0	407	479	29.42093276	4.26
3452	347	Thurday	3	118	0	418	483	30.80776275	4.84
5137	348	Friday	3	117	0	430	466	25.83992912	2.94
1532	349	Saturday	3	116	0	425	468	28.68633991	3.77
4716	350	Sunday	3	115	0	423	457	25.88729318	4.75
2920	351	Monday	3	114	0	413	457	36.29869766	4.8
2615	352	Tuesday	3	113	0	425	473	14.17084962	3.1
3948	353	Wednesday	3	112	0	421	477	33.06767972	4.37
4115	354	Thurday	3	111	0	433	491	43.25940084	2.76
2693	355	Friday	3	110	0	424	502	24.3176936	3.61
4584	356	Saturday	3	109	0	437	500	22.37545138	3.49
4667	357	Sunday	3	108	0	422	513	28.51215163	4.02
3872	358	Monday	3	107	0	417	514	22.05229952	4.98
4707	359	Tuesday	3	106	0	409	511	13.74925752	5.19
3184	360	Wednesday	3	105	0	405	517	32.65785764	4.86
4180	361	Thurday	3	104	0	395	499	30.1274449	2.55
3911	362	Friday	3	103	0	377	502	22.32799544	3.03
4387	363	Saturday	3	102	0	370	500	37.42046163	3.66
4788	364	Sunday	3	101	0	367	482	14.95326752	5.15
6098	365	Monday	3	100	0	359	486	28.59801267	3.4
3179	1	Monday	4	99	0	380	483	30.91850707	4.05
5814	2	Tuesday	4	98	0	386	492	8.127657434	5.35
4866	3	Wednesday	4	97	0	388	495	22.68180562	4.7
5168	4	Thurday	4	96	0	389	499	54.79240491	3.56
0	5	Friday	4	95	1	385	500	43.80586927	4.41
5572	6	Saturday	4	94	0	391	525	37.36264171	3.62
5474	7	Sunday	4	93	0	389	528	40.22517095	5.36
5053	8	Monday	4	92	0	402	525	18.16562699	4.31
4399	9	Tuesday	4	91	0	391	516	11.91756047	4.38
5338	10	Wednesday	4	90	0	388	512	26.72361448	3.62
2966	11	Thurday	4	89	0	388	517	42.94017014	4.31
4174	12	Friday	4	88	0	389	519	30.43671141	5.65
5014	13	Saturday	4	87	0	383	512	21.51777064	3.36
3782	14	Sunday	4	86	0	398	520	30.57078311	4.1
4626	15	Monday	4	85	0	387	517	33.12369977	3.89
2427	16	Tuesday	4	84	0	389	541	19.97366443	7.87
3784	17	Wednesday	4	83	0	406	537	29.22212159	3.93
4406	18	Thurday	4	82	0	402	547	28.07619363	6.3
16043	19	Friday	4	81	0	399	547	4.002849331	5.62
3739	20	Saturday	4	80	0	400	540	22.71279418	4.84
4504	21	Sunday	4	79	0	397	537	41.39849682	3.75
3918	22	Monday	4	78	0	408	521	32.84097367	4.73
5672	23	Tuesday	4	77	0	408	529	23.08749364	5.23
5332	24	Wednesday	4	76	0	408	524	26.37363537	3.41
4468	25	Thurday	4	75	0	424	519	27.36874071	3.9
4698	26	Friday	4	74	0	433	530	32.83641184	4.2
18312	27	Saturday	4	73	0	449	523	6.470139172	4.09
3732	28	Sunday	4	72	0	449	525	32.90091097	6.6
4684	29	Monday	4	71	0	437	507	42.66499492	1.65
5588	30	Tuesday	4	70	0	428	522	28.02118296	5.3
4482	31	Wednesday	4	69	0	419	528	33.38037967	2.59
13479	32	Thurday	4	68	1	427	541	31.81814668	4.68
4469	33	Friday	4	67	0	435	529	39.75006543	3.75
4515	34	Saturday	4	66	0	435	519	18.51117919	4.99
3538	35	Sunday	4	65	0	434	530	22.35949938	3.41
5454	36	Monday	4	64	0	443	527	52.56736021	5.99
3469	37	Tuesday	4	63	0	423	531	26.95543599	4.95
4856	38	Wednesday	4	62	0	413	548	25.16325973	2.82
4882	39	Thurday	4	61	0	418	548	34.163087	4.1
3119	40	Friday	4	60	0	424	544	40.5849794	3.32
3490	41	Saturday	4	59	0	408	555	43.8348925	3.5
4496	42	Sunday	4	58	0	408	553	36.99446263	4.54
5093	43	Monday	4	57	0	422	560	36.27572921	4.86
7116	44	Tuesday	4	56	0	426	549	42.25898366	6.71
5204	45	Wednesday	4	55	0	427	552	24.76935781	5.51
3410	46	Thurday	4	54	0	424	549	46.38407479	5.79
5352	47	Friday	4	53	0	451	543	47.4609793	3.39
4346	48	Saturday	4	52	0	443	554	39.21913783	3.03
2139	49	Sunday	4	51	0	436	560	39.62860352	4.9
3831	50	Monday	4	50	0	432	550	23.62518441	3.06
4649	51	Tuesday	4	49	0	437	552	45.23190186	3.94
4935	52	Wednesday	4	48	0	432	542	25.98374263	4.85
2542	53	Thurday	4	47	0	437	518	39.26042233	5.1
4695	54	Friday	4	46	0	438	531	40.69114192	5.31
4601	55	Saturday	4	45	0	449	523	25.55398415	3.48
4876	56	Sunday	4	44	0	442	523	43.15922382	4.19
5756	57	Monday	4	43	0	445	527	36.85768899	5.1
6824	58	Tuesday	4	42	0	462	530	34.90589327	4.07
2274	59	Wednesday	4	41	0	446	535	44.87999215	6.39
0	60	Thurday	4	40	1	444	541	24.62506104	3.68
4432	61	Friday	4	39	0	455	541	20.28752109	2.82
6485	62	Saturday	4	38	0	446	525	34.04808391	4.05
5227	63	Sunday	4	37	0	424	536	39.2653639	3.09
4650	64	Monday	4	36	0	430	534	26.50031726	4.03
4668	65	Tuesday	4	35	0	443	538	22.12995545	2.84
5865	66	Wednesday	4	34	0	442	519	38.05550473	4.13
5480	67	Thurday	4	33	0	434	506	26.14588663	4.56
4751	68	Friday	4	32	0	423	521	21.15440078	4.66
2629	69	Saturday	4	31	0	418	522	45.99770463	4.37
1732	70	Sunday	4	30	0	409	534	46.22067217	2.76
4441	71	Monday	4	29	0	404	534	43.4256119	2.66
6342	72	Tuesday	4	28	0	404	525	41.85532386	4.69
2787	73	Wednesday	4	27	0	397	524	52.54653346	1.92
3624	74	Thurday	4	26	0	395	544	38.96312245	3.9
2060	75	Friday	4	25	0	381	546	27.35520575	4.45
5125	76	Saturday	4	24	0	381	549	57.54409137	5.28
4615	77	Sunday	4	23	0	388	547	25.85491841	4.75
6942	78	Monday	4	22	0	391	538	47.55206687	3.96
3275	79	Tuesday	4	21	0	397	548	47.26656507	5.74
4808	80	Wednesday	4	20	0	398	575	48.55226146	4.99
4290	81	Thurday	4	19	0	401	573	48.87702776	2.89
3634	82	Friday	4	18	0	417	565	40.93594359	4.72
4169	83	Saturday	4	17	0	427	575	48.81900769	4.51
6096	84	Sunday	4	16	0	427	589	64.3451563	4.51
5433	85	Monday	4	15	0	432	577	51.13610761	4.43
2988	86	Tuesday	4	14	0	423	564	54.7573597	3.54
5564	87	Wednesday	4	13	0	423	571	60.6338981	4.88
6748	88	Thurday	4	12	0	426	551	22.58820089	4.32
2110	89	Friday	4	11	0	430	553	37.40946139	4.94
5375	90	Saturday	4	10	0	430	552	58.99422747	4.06
4236	91	Sunday	4	9	0	425	558	61.85923349	4.02
4765	92	Monday	4	8	0	423	575	33.39459182	3.38
4368	93	Tuesday	4	7	0	424	567	43.74522959	4.48
3930	94	Wednesday	4	6	0	434	565	55.64300506	4.53
17105	95	Thurday	4	5	1	431	549	60.273569	3.26
5626	96	Friday	4	4	0	426	530	43.58842653	5.51
4663	97	Saturday	4	3	0	414	529	41.37958318	2.62
4123	98	Sunday	4	2	0	411	515	49.49629824	3.08
4094	99	Monday	4	1	0	407	507	49.36085741	3.63
6232	100	Tuesday	4	0	0	416	517	59.46613723	5.49
3027	101	Wednesday	4	88	0	415	515	55.41454547	4.98
2881	102	Thurday	4	87	0	406	508	55.23930231	2.91
3007	103	Friday	4	86	0	406	489	57.00985774	4.65
7429	104	Saturday	4	85	0	422	485	47.92681801	4.55
3563	105	Sunday	4	84	0	432	467	58.57971788	2.24
4737	106	Monday	4	83	0	425	475	59.80245058	3.25
4180	107	Tuesday	4	82	0	416	470	39.84911472	4.88
2941	108	Wednesday	4	81	0	429	459	44.97412153	3.85
3038	109	Thurday	4	80	0	435	451	58.95149068	3.91
4335	110	Friday	4	79	0	442	467	53.61383332	3.37
3742	111	Saturday	4	78	0	445	462	42.34861431	4.34
6361	112	Sunday	4	77	0	429	475	74.60647517	4.46
2291	113	Monday	4	76	0	408	469	68.06898457	2.34
4801	114	Tuesday	4	75	0	417	450	54.36737842	4.11
4193	115	Wednesday	4	74	0	427	441	42.84311554	2.55
3787	116	Thurday	4	73	0	440	439	56.98886395	4.07
1806	117	Friday	4	72	0	449	419	55.12206302	5.05
4003	118	Saturday	4	71	0	436	428	55.31111567	4.74
3049	119	Sunday	4	70	0	438	414	52.69029143	3.18
3053	120	Monday	4	69	0	448	404	56.82110264	4.11
3452	121	Tuesday	4	68	0	452	397	44.41002771	5.02
4377	122	Wednesday	4	67	0	429	412	57.70636712	5.6
4661	123	Thurday	4	66	0	442	419	51.30078119	5.29
5480	124	Friday	4	65	0	448	434	54.0569194	5.3
4462	125	Saturday	4	64	0	455	424	64.76666177	4.3
5070	126	Sunday	4	63	0	451	423	55.27300605	3.52
12334	127	Monday	4	62	1	461	433	54.47416959	4.94
3692	128	Tuesday	4	61	0	457	416	68.52254718	2.84
3950	129	Wednesday	4	60	0	471	397	58.51962557	5.34
3817	130	Thurday	4	59	0	477	386	61.46464097	3.98
4220	131	Friday	4	58	0	476	382	53.57395249	3.47
2944	132	Saturday	4	57	0	483	386	46.0227785	3.93
2979	133	Sunday	4	56	0	494	384	55.86798373	5.37
2805	134	Monday	4	55	0	499	398	62.29798204	4.03
3895	135	Tuesday	4	54	0	479	396	56.55232364	2.45
4597	136	Wednesday	4	53	0	475	394	63.19997585	5.36
4464	137	Thurday	4	52	0	478	387	64.42578822	4.31
4488	138	Friday	4	51	0	476	386	59.89750506	5
4373	139	Saturday	4	50	0	482	402	62.3100417	4.79
3878	140	Sunday	4	49	0	474	401	66.193119	3.12
4826	141	Monday	4	48	0	465	383	62.47581699	4.11
5111	142	Tuesday	4	47	0	452	378	64.05398529	3.65
4438	143	Wednesday	4	46	0	458	373	64.57325974	4.27
2190	144	Thurday	4	45	0	449	370	55.22870915	2.57
3770	145	Friday	4	44	0	460	359	68.11259338	4.1
4637	146	Saturday	4	43	0	445	358	59.06693494	4.82
4542	147	Sunday	4	42	0	441	378	63.21371314	2.43
2182	148	Monday	4	41	0	458	377	71.2303514	3.89
4685	149	Tuesday	4	40	0	452	376	60.59217878	2.95
3357	150	Wednesday	4	39	0	442	387	74.42828961	4.09
4335	151	Thurday	4	38	0	432	378	70.69111275	3.95
3318	152	Friday	4	37	0	410	363	71.1918847	3.64
2789	153	Saturday	4	36	0	401	386	75.71616512	4.34
5660	154	Sunday	4	35	0	386	387	55.57146106	3.73
4010	155	Monday	4	34	0	381	393	62.06613608	5.13
4977	156	Tuesday	4	33	0	385	400	60.16709365	2.97
3042	157	Wednesday	4	32	0	364	417	90.53768151	4.1
8440	158	Thurday	4	31	1	374	407	71.9822728	4.67
4269	159	Friday	4	30	0	369	399	50.99685937	4.29
3659	160	Saturday	4	29	0	359	397	61.31348804	3.27
4018	161	Sunday	4	28	0	366	390	66.01956578	3.34
4666	162	Monday	4	27	0	382	382	69.93828356	2.89
3788	163	Tuesday	4	26	0	379	356	67.37808005	3.5
2992	164	Wednesday	4	25	0	339	353	75.35958625	5.84
3319	165	Thurday	4	24	0	341	353	76.78982197	2.55
1432	166	Friday	4	23	0	320	372	86.77494021	4.84
3882	167	Saturday	4	22	0	315	383	68.91860303	3.6
3428	168	Sunday	4	21	0	307	373	53.79914253	2.85
3359	169	Monday	4	20	0	341	375	73.3366105	1.86
2935	170	Tuesday	4	19	0	330	378	58.47843201	5.38
3416	171	Wednesday	4	18	0	329	383	75.54989824	5.23
1366	172	Thurday	4	17	0	343	385	62.12695026	4.09
1700	173	Friday	4	16	0	344	405	74.23727986	2.37
4293	174	Saturday	4	15	0	343	399	58.25112913	4.41
4920	175	Sunday	4	14	0	354	399	71.19218924	3.7
4102	176	Monday	4	13	0	367	407	66.70058419	3.98
4740	177	Tuesday	4	12	0	364	404	71.66309187	3.49
4948	178	Wednesday	4	11	0	371	408	75.97656995	3.65
3163	179	Thurday	4	10	0	373	386	71.52553288	2.41
2352	180	Friday	4	9	0	385	410	55.69138956	3.96
5090	181	Saturday	4	8	0	379	406	58.41512077	2.59
6060	182	Sunday	4	7	0	364	406	58.65742436	2.9
4800	183	Monday	4	6	0	368	402	72.10710447	3.64
5790	184	Tuesday	4	5	0	356	413	72.92694631	3.65
2743	185	Wednesday	4	4	0	363	423	72.66301831	3.94
3713	186	Thurday	4	3	0	371	429	86.08477465	4.6
4724	187	Friday	4	2	0	367	426	78.54603263	3.87
4329	188	Saturday	4	1	0	377	406	82.66604089	3.67
4986	189	Sunday	4	0	0	392	407	74.57089458	5.46
3491	190	Monday	4	130	0	380	382	72.24243503	4.44
4120	191	Tuesday	4	129	0	369	382	67.86308472	3.7
4749	192	Wednesday	4	128	1	378	374	65.46364785	4.03
4311	193	Thurday	4	127	0	384	380	62.84181566	5.46
3444	194	Friday	4	126	0	400	380	60.20003408	4.54
3971	195	Saturday	4	125	0	409	365	75.39040468	2.82
4374	196	Sunday	4	124	0	429	365	48.56555274	3.98
3682	197	Monday	4	123	0	432	359	80.1871639	2.68
3060	198	Tuesday	4	122	0	416	374	67.17620497	2.96
4878	199	Wednesday	4	121	0	425	387	64.9298862	5.54
1929	200	Thurday	4	120	0	407	386	68.55101228	3.22
3525	201	Friday	4	119	0	405	395	75.25446323	3.66
4293	202	Saturday	4	118	0	410	390	64.29021244	4.12
1635	203	Sunday	4	117	0	423	402	53.51965729	3.57
4140	204	Monday	4	116	0	435	390	78.71429135	3.26
4303	205	Tuesday	4	115	0	425	393	76.41560226	4.02
4365	206	Wednesday	4	114	0	413	391	75.57739111	3.8
5255	207	Thurday	4	113	0	427	387	64.02804466	3.5
3388	208	Friday	4	112	0	410	381	66.40589753	4.37
2830	209	Saturday	4	111	0	416	390	65.35703349	2.93
4158	210	Sunday	4	110	0	419	368	58.7594092	2.99
4946	211	Monday	4	109	0	425	363	66.0561384	5.04
5501	212	Tuesday	4	108	0	442	364	82.07693089	5.36
3073	213	Wednesday	4	107	0	451	351	70.38923274	4.19
3152	214	Thurday	4	106	0	457	337	61.40645885	3.46
6235	215	Friday	4	105	0	444	346	66.67182278	2.46
3325	216	Saturday	4	104	0	446	337	78.15028841	4.89
4623	217	Sunday	4	103	0	455	335	74.09403672	3.81
3356	218	Monday	4	102	0	447	317	65.8962034	3.16
2875	219	Tuesday	4	101	0	452	315	66.50012047	3.13
3440	220	Wednesday	4	100	0	447	323	55.69920681	4.7
3281	221	Thurday	4	99	0	433	322	69.48783277	2.35
5018	222	Friday	4	98	0	442	325	74.00823293	5.74
4631	223	Saturday	4	97	1	425	325	62.82223389	4.88
3378	224	Sunday	4	96	0	420	325	58.42567585	4
3363	225	Monday	4	95	0	422	344	62.76736118	5.16
4298	226	Tuesday	4	94	0	417	347	54.69088635	4.38
3519	227	Wednesday	4	93	0	429	346	58.61053181	4.8
3400	228	Thurday	4	92	0	446	340	69.24879359	4.1
4313	229	Friday	4	91	0	436	351	56.29170438	2.38
2899	230	Saturday	4	90	0	432	338	56.34529035	3.13
3427	231	Sunday	4	89	0	426	351	74.99736048	3.55
3170	232	Monday	4	88	0	425	343	45.91376505	2.74
3604	233	Tuesday	4	87	0	429	338	62.23784638	3.94
3876	234	Wednesday	4	86	0	428	355	65.42872179	2.37
1734	235	Thurday	4	85	0	431	358	60.63146165	5.32
932	236	Friday	4	84	0	410	361	62.68453671	4.7
3746	237	Saturday	4	83	0	410	362	58.11778557	5.85
3963	238	Sunday	4	82	0	415	378	80.5982718	1.13
4348	239	Monday	4	81	0	419	374	52.23660818	6.31
3753	240	Tuesday	4	80	0	418	372	55.90131305	2.66
3149	241	Wednesday	4	79	0	408	371	35.55967995	4.75
5038	242	Thurday	4	78	0	404	364	57.65480797	4
1526	243	Friday	4	77	0	401	387	62.13524192	2.42
3136	244	Saturday	4	76	0	404	397	69.33426066	3.75
4191	245	Sunday	4	75	0	415	403	56.20394961	4.68
2758	246	Monday	4	74	0	414	393	48.65367276	1.96
5434	247	Tuesday	4	73	0	425	389	60.61883487	4.01
4255	248	Wednesday	4	72	0	430	406	68.51509834	3.04
3814	249	Thurday	4	71	0	431	404	60.14760589	3.43
4702	250	Friday	4	70	0	428	407	69.37298264	4.08
3351	251	Saturday	4	69	0	416	413	44.52689973	5.69
4462	252	Sunday	4	68	0	409	407	59.71315828	3.5
4992	253	Monday	4	67	0	404	413	49.76401587	3.22
2520	254	Tuesday	4	66	0	395	404	59.06312828	3.59
5027	255	Wednesday	4	65	0	385	409	46.31138669	4.8
4237	256	Thurday	4	64	0	369	415	49.24069135	4.72
4375	257	Friday	4	63	0	381	405	65.24680994	1.98
4622	258	Saturday	4	62	0	390	411	53.40004631	4.33
2898	259	Sunday	4	61	0	400	411	38.97956851	4.61
4708	260	Monday	4	60	0	409	400	65.33396141	2.26
4572	261	Tuesday	4	59	0	417	405	58.51555634	1.77
4178	262	Wednesday	4	58	0	418	407	51.8920132	3.49
3691	263	Thurday	4	57	0	418	392	51.33030256	3.15
4319	264	Friday	4	56	0	416	404	55.97636351	3.15
4284	265	Saturday	4	55	0	406	409	44.99461751	3.76
970	266	Sunday	4	54	0	386	402	47.49351959	3.16
3324	267	Monday	4	53	0	384	417	33.33365335	4.09
3364	268	Tuesday	4	52	0	392	414	72.16673831	4.46
3542	269	Wednesday	4	51	0	405	423	44.66456164	4.53
3813	270	Thurday	4	50	0	395	427	53.55093801	1.65
2830	271	Friday	4	49	0	387	421	65.17597142	2.45
3954	272	Saturday	4	48	0	389	419	55.66292803	4.1
4718	273	Sunday	4	47	0	395	442	38.8542605	5.04
0	274	Monday	4	46	1	388	428	64.84615623	4.64
4993	275	Tuesday	4	45	0	402	425	53.61643381	3.92
4024	276	Wednesday	4	44	0	402	435	52.2479246	3.67
4594	277	Thurday	4	43	0	390	417	46.05572902	3.92
4230	278	Friday	4	42	0	393	405	41.49673983	3.99
4457	279	Saturday	4	41	0	396	403	61.38489339	4.34
3499	280	Sunday	4	40	0	409	421	55.46015567	4.05
3123	281	Monday	4	39	0	414	414	25.40310241	3.19
4526	282	Tuesday	4	38	0	429	417	31.7696028	2.76
5525	283	Wednesday	4	37	0	442	419	47.44533676	2.57
3577	284	Thurday	4	36	0	455	418	43.58322219	3.85
3418	285	Friday	4	35	0	453	418	60.80371532	4.3
2964	286	Saturday	4	34	0	435	420	40.13846186	4.59
4599	287	Sunday	4	33	0	433	395	48.83044081	3.95
3160	288	Monday	4	32	0	442	387	48.17248889	3.22
4348	289	Tuesday	4	31	0	433	388	41.1058101	4.37
4654	290	Wednesday	4	30	0	436	379	52.98530314	5.06
3341	291	Thurday	4	29	0	427	366	52.39629137	4.89
2667	292	Friday	4	28	0	414	356	49.40040289	4.75
3779	293	Saturday	4	27	0	409	355	47.98631855	4.4
3378	294	Sunday	4	26	0	413	366	51.16196465	5.26
2497	295	Monday	4	25	0	411	363	40.34411251	2.55
4316	296	Tuesday	4	24	0	407	365	42.95550113	5.68
2873	297	Wednesday	4	23	0	417	372	49.28305809	3.55
3926	298	Thurday	4	22	0	432	363	43.20230236	4.07
3208	299	Friday	4	21	0	435	390	60.01147979	2.69
3919	300	Saturday	4	20	0	449	383	43.78396652	4.54
5186	301	Sunday	4	19	0	425	394	62.46933111	5.89
3766	302	Monday	4	18	0	409	390	28.55919655	3.76
3955	303	Tuesday	4	17	0	415	400	41.62595369	4.34
3307	304	Wednesday	4	16	0	435	399	47.78965123	3.06
4123	305	Thurday	4	15	0	439	398	56.94194257	3.55
